"ActivityName" "SubjectID" "tBodyAccMeanX" "tBodyAccMeanY" "tBodyAccMeanZ" "tBodyAccStdX" "tBodyAccStdY" "tBodyAccStdZ" "tGravityAccMeanX" "tGravityAccMeanY" "tGravityAccMeanZ" "tGravityAccStdX" "tGravityAccStdY" "tGravityAccStdZ" "tBodyAccJerkMeanX" "tBodyAccJerkMeanY" "tBodyAccJerkMeanZ" "tBodyAccJerkStdX" "tBodyAccJerkStdY" "tBodyAccJerkStdZ" "tBodyGyroMeanX" "tBodyGyroMeanY" "tBodyGyroMeanZ" "tBodyGyroStdX" "tBodyGyroStdY" "tBodyGyroStdZ" "tBodyGyroJerkMeanX" "tBodyGyroJerkMeanY" "tBodyGyroJerkMeanZ" "tBodyGyroJerkStdX" "tBodyGyroJerkStdY" "tBodyGyroJerkStdZ" "tBodyAccMagMean" "tBodyAccMagStd" "tGravityAccMagMean" "tGravityAccMagStd" "tBodyAccJerkMagMean" "tBodyAccJerkMagStd" "tBodyGyroMagMean" "tBodyGyroMagStd" "tBodyGyroJerkMagMean" "tBodyGyroJerkMagStd" "fBodyAccMeanX" "fBodyAccMeanY" "fBodyAccMeanZ" "fBodyAccStdX" "fBodyAccStdY" "fBodyAccStdZ" "fBodyAccJerkMeanX" "fBodyAccJerkMeanY" "fBodyAccJerkMeanZ" "fBodyAccJerkStdX" "fBodyAccJerkStdY" "fBodyAccJerkStdZ" "fBodyGyroMeanX" "fBodyGyroMeanY" "fBodyGyroMeanZ" "fBodyGyroStdX" "fBodyGyroStdY" "fBodyGyroStdZ" "fBodyAccMagMean" "fBodyAccMagStd" "fBodyBodyAccJerkMagMean" "fBodyBodyAccJerkMagStd" "fBodyBodyGyroMagMean" "fBodyBodyGyroMagStd" "fBodyBodyGyroJerkMagMean" "fBodyBodyGyroJerkMagStd"
"146" "WALKING_DOWNSTAIRS" 26 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"147" "WALKING_DOWNSTAIRS" 27 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"148" "WALKING_DOWNSTAIRS" 28 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"149" "WALKING_DOWNSTAIRS" 29 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"150" "WALKING_DOWNSTAIRS" 30 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"151" "WALKING_UPSTAIRS" 1 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"152" "WALKING_UPSTAIRS" 2 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"153" "WALKING_UPSTAIRS" 3 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"154" "WALKING_UPSTAIRS" 4 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"155" "WALKING_UPSTAIRS" 5 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"156" "WALKING_UPSTAIRS" 6 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"157" "WALKING_UPSTAIRS" 7 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"158" "WALKING_UPSTAIRS" 8 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"159" "WALKING_UPSTAIRS" 9 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"160" "WALKING_UPSTAIRS" 10 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"161" "WALKING_UPSTAIRS" 11 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"162" "WALKING_UPSTAIRS" 12 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"163" "WALKING_UPSTAIRS" 13 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"164" "WALKING_UPSTAIRS" 14 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"165" "WALKING_UPSTAIRS" 15 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
"166" "WALKING_UPSTAIRS" 16 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 0.669226222373046 0.00403879092060517 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0309824871713436 -0.0747194855994359 0.088357304227173 -0.721192598029789 -0.682653506899942 -0.653665674372188 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.672094306818974 -0.70621663959074 -0.644192752866115 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.585962696268539 -0.659531216655476 -0.620789916331592 -0.640076803144351 -0.697411069729937 -0.699976372277643 -0.779767633083527 -0.792190209274884
